GeneA,GeneB,UniprotA,UniprotB
IFNAR1,SHC1,P17181,P29353
IFNAR1,DCC,P17181,P43146
IFNAR1,TNC,P17181,P24821
IFNAR1,IL22RA2,P17181,Q969J5
IFNAR1,NFAM1,P17181,Q8NET5
IFNAR1,RALBP1,P17181,Q15311
IFNAR1,TYK2,P17181,P29597
IFNAR1,IRAK1,P17181,P51617
IFNAR1,REST,P17181,Q13127
IFNAR1,CLCF1,P17181,Q9UBD9
IFNAR1,SHH,P17181,Q15465
IFNAR1,NECAP1,P17181,Q8NC96
IFNAR1,CAV1,P17181,Q03135
IFNAR1,STAT4,P17181,Q14765
IFNAR1,ZAP70,P17181,P43403
IFNAR1,IL2,P17181,P60568
IFNAR1,IRS1,P17181,P35568
IFNAR1,TLR9,P17181,Q9NR96
IFNAR1,CD27,P17181,P26842
IFNAR1,TAB3,P17181,Q8N5C8
IFNAR1,TLR7,P17181,Q9NYK1
IFNAR1,EPS15,P17181,P42566
IFNAR1,CD276,P17181,Q5ZPR3
IFNAR1,IRF7,P17181,Q92985
IFNAR1,RELA,P17181,Q04206
IFNAR1,PRKCD,P17181,Q05655
IFNAR1,TNFRSF1A,P17181,P19438
IFNAR1,IL10,P17181,P22301
IFNAR1,TIGIT,P17181,Q495A1
IFNAR1,PRKACA,P17181,P17612
IFNAR1,PKD1,P17181,P98161
IFNAR1,BTLA,P17181,Q7Z6A9
IFNAR1,IL12B,P17181,P29460
IFNAR1,STAT5B,P17181,P51692
IFNAR1,IL21R,P17181,Q9HBE5
NOD2,RIPK2,Q9HC29,O43353
NOD2,RIPK2,Q9HC29,O43353
RIPK2,NOD2,O43353,Q9HC29
NOD2,RIPK2,Q9HC29,O43353
RIPK2,NOD2,O43353,Q9HC29
NOD2,RIPK2,Q9HC29,O43353
NOD2,RIPK2,Q9HC29,O43353
NOD2,RIPK2,Q9HC29,O43353
NOD2,RIPK2,Q9HC29,O43353
RIPK2,RIPK2,O43353,O43353
RIPK2,RIPK2,O43353,O43353
RIPK2,RIPK2,O43353,O43353
BIRC2,RIPK2,Q13490,O43353
BIRC3,RIPK2,Q13489,O43353
RIPK2,BIRC3,O43353,Q13489
BIRC2,RIPK2,Q13490,O43353
RIPK2,BIRC2,O43353,Q13490
CARD6,RIPK2,Q9BX69,O43353
RIPK2,KCTD12,O43353,Q96CX2
RIPK2,PHB2,O43353,Q99623
RIPK2,RPS14,O43353,P62263
RIPK2,RPL38,O43353,P63173
NOD2,RIPK2,Q9HC29,O43353
MAVS,RIPK2,Q7Z434,O43353
RIPK2,TRAF2,O43353,Q12933
MAVS,RIPK2,Q7Z434,O43353
NOD2,RIPK2,Q9HC29,O43353
RIPK2,NOD2,O43353,Q9HC29
RIPK2,IKBKG,O43353,Q9Y6K9
RIPK2,MAP3K7,O43353,O43318
RIPK2,TAB1,O43353,Q15750
RIPK2,TAB2,O43353,Q9NYJ8
BIRC2,RIPK2,Q13490,O43353
BIRC3,RIPK2,Q13489,O43353
XIAP,RIPK2,P98170,O43353
BIRC2,RIPK2,Q13490,O43353
BIRC3,RIPK2,Q13489,O43353
BIRC2,RIPK2,Q13490,O43353
BIRC3,RIPK2,Q13489,O43353
NOD2,RIPK2,Q9HC29,O43353
RIPK2,NOD2,O43353,Q9HC29
NOD1,RIPK2,Q9Y239,O43353
RIPK2,IKBKG,O43353,Q9Y6K9
NOD2,RIPK2,Q9HC29,O43353
RIPK2,TRAF5,O43353,O00463
RIPK2,TRAF6,O43353,Q9Y4K3
RIPK2,BIRC2,O43353,Q13490
RIPK2,TNFRSF1A,O43353,P19438
CD40,RIPK2,P25942,O43353
TRAF1,RIPK2,Q13077,O43353
RIPK2,TRAF2,O43353,Q12933
BIRC2,RIPK2,Q13490,O43353
BIRC3,RIPK2,Q13489,O43353
CASP1,RIPK2,P29466,O43353
UBE2I,RIPK2,P63279,O43353
RIPK2,CFLAR,O43353,O15519
RIPK2,CASP12,O43353,Q6UXS9
RIPK2,TRAF6,O43353,Q9Y4K3
CASP12,RIPK2,Q6UXS9,O43353
MAP3K4,RIPK2,Q9Y6R4,O43353
TRAF4,RIPK2,Q9BUZ4,O43353
NOD2,RIPK2,Q9HC29,O43353
TRAF6,RIPK2,Q9Y4K3,O43353
RIPK2,XIAP,O43353,P98170
RIPK2,XIAP,O43353,P98170
XIAP,RIPK2,P98170,O43353
MAP3K7,RIPK2,O43318,O43353
RIPK2,MAP3K7,O43353,O43318
RIPK2,NOD1,O43353,Q9Y239
MAP3K7,RIPK2,O43318,O43353
MAP3K7,RIPK2,O43318,O43353
RIPK2,UBC,O43353,P0CG48
RIPK2,XIAP,O43353,P98170
CHUK,RIPK2,O15111,O43353
LRRK2,RIPK2,Q5S007,O43353
RIPK2,LRRK2,O43353,Q5S007
TRAF3,RIPK2,Q13114,O43353
TRAF3,RIPK2,Q13114,O43353
TRAF3,RIPK2,Q13114,O43353
RIPK2,TRAF3,O43353,Q13114
RIPK2,KDM3A,O43353,Q9Y4C1
RIPK2,PRMT2,O43353,P55345
XIAP,RIPK2,P98170,O43353
NOD1,RIPK2,Q9Y239,O43353
SHMT2,RIPK2,P34897,O43353
MOV10,RIPK2,Q9HCE1,O43353
NXF1,RIPK2,Q9UBU9,O43353
NOD2,RIPK2,Q9HC29,O43353
IRF4,RIPK2,Q15306,O43353
IRF4,RIPK2,Q15306,O43353
RIPK2,IRF4,O43353,Q15306
FGFR1OP,RIPK2,O95684,O43353
CARD16,RIPK2,Q5EG05,O43353
XIAP,RIPK2,P98170,O43353
XIAP,RIPK2,P98170,O43353
RIPK2,PELI3,O43353,Q8N2H9
PELI3,RIPK2,Q8N2H9,O43353
PELI3,RIPK2,Q8N2H9,O43353
NOD2,RIPK2,Q9HC29,O43353
RIPK2,NAT16,O43353,Q8N8M0
RIPK2,XIAP,O43353,P98170
RIPK2,RIPK1,O43353,Q13546
RIPK2,RNF31,O43353,Q96EP0
UBC,RIPK2,P0CG48,O43353
-,RIPK2,,O43353
MYO1C,RIPK2,O00159,O43353
TLR4,RIPK2,O00206,O43353
TNFRSF10A,RIPK2,O00220,O43353
TRAF5,RIPK2,O00463,O43353
SH2B2,RIPK2,O14492,O43353
-,RIPK2,,O43353
DVL2,RIPK2,O14641,O43353
APAF1,RIPK2,O14727,O43353
MAP2K7,RIPK2,O14733,O43353
CHEK1,RIPK2,O14757,O43353
PSMA7,RIPK2,O14818,O43353
AIM2,RIPK2,O14862,O43353
IKBKB,RIPK2,O14920,O43353
NCR3,RIPK2,O14931,O43353
CHUK,RIPK2,O15111,O43353
AXIN1,RIPK2,O15169,O43353
MID1,RIPK2,O15344,O43353
BIRC5,RIPK2,O15392,O43353
TLR3,RIPK2,O15455,O43353
CFLAR,RIPK2,O15519,O43353
PDPK1,RIPK2,O15530,O43353
MEFV,RIPK2,O15553,O43353
IRAK2,RIPK2,O43187,O43353
MAP3K13,RIPK2,O43283,O43353
MAP3K7,RIPK2,O43318,O43353
RIPK2,CASP8,O43353,Q14790
RIPK2,RPS14,O43353,P62263
RIPK2,B2M,O43353,P61769
RIPK2,UBE2D1,O43353,P51668
RIPK2,CAPZA1,O43353,P52907
RIPK2,CD4,O43353,P01730
RIPK2,RTN4R,O43353,Q9BZR6
RIPK2,CRADD,O43353,P78560
RIPK2,ITSN1,O43353,Q15811
RIPK2,GSPT1,O43353,P15170
RIPK2,BCAR1,O43353,P56945
RIPK2,DNAJA1,O43353,P31689
RIPK2,BRAF,O43353,P15056
RIPK2,FLT3,O43353,P36888
RIPK2,CHD7,O43353,Q9P2D1
RIPK2,REL,O43353,Q04864
RIPK2,KLRK1,O43353,P26718
RIPK2,ITGAL,O43353,P20701
RIPK2,S100A14,O43353,Q9HCY8
RIPK2,CNKSR3,O43353,Q6P9H4
RIPK2,UBE2N,O43353,P61088
RIPK2,ILK,O43353,Q13418
RIPK2,PPP1CC,O43353,P36873
RIPK2,PYCARD,O43353,Q9ULZ3
RIPK2,TSSK4,O43353,Q6SA08
RIPK2,BMPR1A,O43353,P36894
RIPK2,TUBA8,O43353,Q9NY65
RIPK2,CAMP,O43353,P49913
RIPK2,NLRC4,O43353,Q9NPP4
RIPK2,TRAF3IP2,O43353,O43734
RIPK2,BEX3,O43353,Q00994
RIPK2,WDR5,O43353,P61964
RIPK2,TICAM1,O43353,Q8IUC6
RIPK2,CRYAB,O43353,P02511
RIPK2,HSF1,O43353,Q00613
RIPK2,BID,O43353,P55957
RIPK2,IL15,O43353,P40933
RIPK2,NLRP12,O43353,P59046
RIPK2,TNFRSF8,O43353,P28908
RIPK2,TUBB,O43353,P07437
RIPK2,CASP1,O43353,P29466
RIPK2,MAP4K5,O43353,Q9Y4K4
RIPK2,BIRC3,O43353,Q13489
RIPK2,CBLB,O43353,Q13191
RIPK2,CDC37,O43353,Q16543
RIPK2,NGFR,O43353,P08138
RIPK2,NLRP1,O43353,Q9C000
RIPK2,PRMT2,O43353,P55345
RIPK2,CARD16,O43353,Q5EG05
RIPK2,FABP5,O43353,Q01469
RIPK2,MAP4K1,O43353,Q92918
RIPK2,MAGED1,O43353,Q9Y5V3
RIPK2,CASP4,O43353,P49662
RIPK2,ATM,O43353,Q13315
RIPK2,HEY2,O43353,Q9UBP5
RIPK2,KIR2DL1,O43353,P43626
RIPK2,IL4,O43353,P05112
RIPK2,CFTR,O43353,P13569
RIPK2,TAOK2,O43353,Q9UL54
RIPK2,PDGFRA,O43353,P16234
RIPK2,IKBKE,O43353,Q14164
RIPK2,DNAJB1,O43353,P25685
RIPK2,PRKACB,O43353,P22694
RIPK2,TUBB6,O43353,Q9BUF5
RIPK2,TRAF3,O43353,Q13114
RIPK2,STAT5A,O43353,P42229
RIPK2,KCTD12,O43353,Q96CX2
RIPK2,MAP3K8,O43353,P41279
RIPK2,MAP3K14,O43353,Q99558
RIPK2,EDA2R,O43353,Q9HAV5
RIPK2,CAMK2D,O43353,Q13557
RIPK2,WNK1,O43353,Q9H4A3
RIPK2,VCAM1,O43353,P19320
RIPK2,TUBA4A,O43353,P68366
RIPK2,CASP6,O43353,P55212
RIPK2,TIRAP,O43353,P58753
RIPK2,NLRP2,O43353,Q9NX02
RIPK2,CD274,O43353,Q9NZQ7
RIPK2,TUBB2B,O43353,Q9BVA1
RIPK2,ACHE,O43353,P22303
RIPK2,NOD1,O43353,Q9Y239
RIPK2,C3,O43353,P01024
RIPK2,MAVS,O43353,Q7Z434
RIPK2,DDX5,O43353,P17844
RIPK2,OTUD7B,O43353,Q6GQQ9
RIPK2,TPD52L1,O43353,Q16890
RIPK2,EPB41,O43353,P11171
RIPK2,TRIM37,O43353,O94972
RIPK2,GSN,O43353,P06396
RIPK2,INS,O43353,P01308
RIPK2,CD74,O43353,P04233
RIPK2,TLR2,O43353,O60603
RIPK2,KIT,O43353,P10721
RIPK2,FBXO4,O43353,Q9UKT5
RIPK2,CSNK2A1,O43353,P68400
RIPK2,CAMKK2,O43353,Q96RR4
RIPK2,CASP14,O43353,P31944
RIPK2,NOL3,O43353,O60936
RIPK2,CD3E,O43353,P07766
RIPK2,AKT2,O43353,P31751
RIPK2,PSMC3,O43353,P17980
RIPK2,NFATC2,O43353,Q13469
RIPK2,MYO1D,O43353,O94832
RIPK2,IRAK4,O43353,Q9NWZ3
RIPK2,RIPK1,O43353,Q13546
RIPK2,TEK,O43353,Q02763
RIPK2,HLX,O43353,Q14774
RIPK2,MAP3K2,O43353,Q9Y2U5
RIPK2,TNFAIP3,O43353,P21580
RIPK2,IL2,O43353,P60568
RIPK2,HADHB,O43353,P55084
RIPK2,NMI,O43353,Q13287
RIPK2,BCL2,O43353,P10415
RIPK2,NFKBID,O43353,Q8NI38
RIPK2,PPM1B,O43353,O75688
RIPK2,PCMT1,O43353,P22061
RIPK2,DPEP1,O43353,P16444
RIPK2,CIDEA,O43353,O60543
RIPK2,NOTCH2,O43353,Q04721
RIPK2,ZMYND11,O43353,Q15326
RIPK2,APP,O43353,P05067
RIPK2,HSPD1,O43353,P10809
RIPK2,TUBA1A,O43353,Q71U36
RIPK2,CADM1,O43353,Q9BY67
RIPK2,ARHGEF6,O43353,Q15052
RIPK2,IFNK,O43353,Q9P0W0
RIPK2,CASP9,O43353,P55211
RIPK2,CD276,O43353,Q5ZPR3
RIPK2,HSPBP1,O43353,Q9NZL4
RIPK2,PELI2,O43353,Q9HAT8
RIPK2,NAT16,O43353,Q8N8M0
RIPK2,ACVR2B,O43353,Q13705
RIPK2,CRTAM,O43353,O95727
RIPK2,CASP3,O43353,P42574
RIPK2,GABARAPL1,O43353,Q9H0R8
RIPK2,S100A7,O43353,P31151
RIPK2,MOG,O43353,Q16653
RIPK2,CCND1,O43353,P24385
RIPK2,HSP70-1,O43353,
RIPK2,SOD2,O43353,P04179
RIPK2,TAOK3,O43353,Q9H2K8
RIPK2,YWHAZ,O43353,P63104
RIPK2,TAB3,O43353,Q8N5C8
RIPK2,CD2,O43353,P06729
RIPK2,RPL38,O43353,P63173
RIPK2,IRF4,O43353,Q15306
RIPK2,TNFRSF18,O43353,Q9Y5U5
RIPK2,UBE2J1,O43353,Q9Y385
RIPK2,NFKB1,O43353,P19838
RIPK2,AGT,O43353,P01019
RIPK2,CARD18,O43353,P57730
RIPK2,GRB2,O43353,P62993
RIPK2,EGFR,O43353,P00533
RIPK2,S100A12,O43353,P80511
RIPK2,SYK,O43353,P43405
RIPK2,IRF7,O43353,Q92985
RIPK2,SUGT1,O43353,Q9Y2Z0
RIPK2,SRC,O43353,P12931
RIPK2,YWHAG,O43353,P61981
RIPK2,CAMK2A,O43353,Q9UQM7
RIPK2,RPS27L,O43353,Q71UM5
RIPK2,MAP3K9,O43353,P80192
RIPK2,LTC4S,O43353,Q16873
RIPK2,IARS,O43353,P41252
RIPK2,HSPA2,O43353,P54652
RIPK2,EP300,O43353,Q09472
RIPK2,NCL,O43353,P19338
RIPK2,PSMB5,O43353,P28074
RIPK2,PAK2,O43353,Q13177
RIPK2,IKZF1,O43353,Q13422
RIPK2,HSPA5,O43353,P11021
RIPK2,MAP4K4,O43353,O95819
RIPK2,EPHA3,O43353,P29320
RIPK2,AIFM1,O43353,O95831
RIPK2,ACAP1,O43353,Q15027
RIPK2,IRAK1BP1,O43353,Q5VVH5
RIPK2,NOS3,O43353,P29474
RIPK2,LIMK1,O43353,P53667
RIPK2,BCL2L13,O43353,Q9BXK5
RIPK2,ENO1,O43353,P06733
RIPK2,BAG1,O43353,Q99933
RIPK2,SLC25A6,O43353,P12236
RIPK2,TRAF4,O43353,Q9BUZ4
RIPK2,MYO6,O43353,Q9UM54
RIPK2,CTNNB1,O43353,P35222
RIPK2,PELI3,O43353,Q8N2H9
RIPK2,GIMAP5,O43353,Q96F15
RIPK2,GXYLT1,O43353,Q4G148
RIPK2,BLM,O43353,P54132
RIPK2,UBE2D2,O43353,P62837
RIPK2,CARD8,O43353,Q9Y2G2
RIPK2,PSME2,O43353,Q9UL46
RIPK2,USO1,O43353,O60763
RIPK2,PAK1,O43353,Q13153
RIPK2,TNFRSF11A,O43353,Q9Y6Q6
RIPK2,TUBA3C;TUBA3D,O43353,
RIPK2,GTF2A2,O43353,P52657
RIPK2,CARD10,O43353,Q9BWT7
RIPK2,RPS3A,O43353,P61247
RIPK2,MAP3K20,O43353,Q9NYL2
RIPK2,MINK1,O43353,Q8N4C8
RIPK2,MAP4K3,O43353,Q8IVH8
RIPK2,IGF1R,O43353,P08069
RIPK2,CSNK2A2,O43353,P19784
RIPK2,CD83,O43353,Q01151
RIPK2,BCL11B,O43353,Q9C0K0
RIPK2,PTPRC,O43353,P08575
RIPK2,CD80,O43353,P33681
RIPK2,ALB,O43353,P02768
RIPK2,TAB2,O43353,Q9NYJ8
RIPK2,STUB1,O43353,Q9UNE7
RIPK2,CASP5,O43353,P51878
RIPK2,RET,O43353,P07949
RIPK2,CD38,O43353,P28907
RIPK2,FADD,O43353,Q13158
RIPK2,TGFBR2,O43353,P37173
RIPK2,RNF216,O43353,Q9NWF9
RIPK2,-,O43353,
RIPK2,HSPA4,O43353,P34932
RIPK2,NCOA3,O43353,Q9Y6Q9
RIPK2,CASP7,O43353,P55210
RIPK2,TAB1,O43353,Q15750
RIPK2,LRRK2,O43353,Q5S007
RIPK2,RELA,O43353,Q04206
RIPK2,PSMA6,O43353,P60900
RIPK2,JAK1,O43353,P23458
RIPK2,VIM,O43353,P08670
RIPK2,HSP90B1,O43353,P14625
RIPK2,PGK1,O43353,P00558
RIPK2,MALT1,O43353,Q9UDY8
RIPK2,IL18,O43353,Q14116
RIPK2,EIF2AK2,O43353,P19525
RIPK2,MAP3K1,O43353,Q13233
RIPK2,IRAK3,O43353,Q9Y616
RIPK2,SMAD1,O43353,Q15797
RIPK2,PRKACA,O43353,P17612
RIPK2,MAP2K5,O43353,Q13163
RIPK2,CASP2,O43353,P42575
RIPK2,NKX2-3,O43353,Q8TAU0
RIPK2,FGFR4,O43353,P22455
RIPK2,PHB2,O43353,Q99623
RIPK2,HSPA6,O43353,P17066
RIPK2,TUBA1C,O43353,Q9BQE3
RIPK2,SMC2,O43353,O95347
RIPK2,MYH9,O43353,P35579
RIPK2,AIF1,O43353,P55008
RIPK2,MYH10,O43353,P35580
RIPK2,TUBB4A,O43353,P04350
RIPK2,TNIK,O43353,Q9UKE5
RIPK2,HNRNPA3,O43353,P51991
RIPK2,IL10,O43353,P22301
RIPK2,ARRB2,O43353,P32121
RIPK2,BCL3,O43353,P20749
RIPK2,VIL1,O43353,P09327
RIPK2,CD86,O43353,P42081
RIPK2,CLTC,O43353,Q00610
RIPK2,IQGAP1,O43353,P46940
RIPK2,RPL36,O43353,Q9Y3U8
RIPK2,MSH2,O43353,P43246
RIPK2,AR,O43353,P10275
RIPK2,TLR6,O43353,Q9Y2C9
RIPK2,SPINK5,O43353,Q9NQ38
RIPK2,AATF,O43353,Q9NY61
RIPK2,SMAD4,O43353,Q13485
RIPK2,BCL10,O43353,O95999
RIPK2,DICER1,O43353,Q9UPY3
RIPK2,NLRP3,O43353,Q96P20
RIPK2,CASP12,O43353,Q6UXS9
RIPK2,TNFRSF4,O43353,P43489
RIPK2,MICB,O43353,Q29980
RIPK2,SSB,O43353,P05455
RIPK2,PPP2R2B,O43353,Q00005
RIPK2,UBC,O43353,P0CG48
RIPK2,KIDINS220,O43353,Q9ULH0
RIPK2,MAP3K5,O43353,Q99683
RIPK2,GAPDH,O43353,P04406
RIPK2,JAK2,O43353,O60674
RIPK2,IRAK1,O43353,P51617
RIPK2,DVL3,O43353,Q92997
RIPK2,PRKCI,O43353,P41743
RIPK2,HSP90AB1,O43353,P08238
RIPK2,RAB27A,O43353,P51159
RIPK2,LIF,O43353,P15018
RIPK2,HERPUD1,O43353,Q15011
RIPK2,RPS27,O43353,P42677
RIPK2,RIPK2,O43353,O43353
RIPK2,INSR,O43353,P06213
RIPK2,TCEA1,O43353,P23193
RIPK2,TRIP6,O43353,Q15654
RIPK2,NUB1,O43353,Q9Y5A7
RIPK2,LCK,O43353,P06239
RIPK2,TUBA4B,O43353,
RIPK2,LIMA1,O43353,Q9UHB6
RIPK2,DDR2,O43353,Q16832
RIPK2,TRADD,O43353,Q15628
RIPK2,XIAP,O43353,P98170
RIPK2,FKBP8,O43353,Q14318
RIPK2,VRK3,O43353,Q8IV63
RIPK2,LY96,O43353,Q9Y6Y9
RIPK2,PSME3,O43353,P61289
RIPK2,ABL1,O43353,P00519
RIPK2,MAP3K4,O43353,Q9Y6R4
RIPK2,VSIG4,O43353,Q9Y279
RIPK2,IRF3,O43353,Q14653
RIPK2,DBN1,O43353,Q16643
RIPK2,IPO7,O43353,O95373
RIPK2,PDCD1LG2,O43353,Q9BQ51
RIPK2,AGER,O43353,Q15109
RIPK2,MAPK14,O43353,Q16539
RIPK2,IL7,O43353,P13232
RIPK2,TRAF2,O43353,Q12933
RIPK2,BAX,O43353,Q07812
RIPK2,HPX,O43353,P02790
RIPK2,BCL6,O43353,P41182
RIPK2,MAP3K11,O43353,Q16584
RIPK2,UTP20,O43353,O75691
RIPK2,LTBR,O43353,P36941
RIPK2,TANK,O43353,Q92844
RIPK2,MYD88,O43353,Q99836
RIPK2,ERBB4,O43353,Q15303
RIPK2,APOE,O43353,P02649
RIPK2,BTK,O43353,Q06187
RIPK2,SIGIRR,O43353,Q6IA17
RIPK2,FGFR1,O43353,P11362
RIPK2,STK11,O43353,Q15831
RIPK2,PYDC2,O43353,Q56P42
RIPK2,IL27RA,O43353,Q6UWB1
RIPK2,TFG,O43353,Q92734
RIPK2,SNRPB,O43353,P14678
RIPK2,COPS3,O43353,Q9UNS2
RIPK2,WDR34,O43353,Q96EX3
RIPK2,IKBKG,O43353,Q9Y6K9
RIPK2,HSPA9,O43353,P38646
RIPK2,IL4R,O43353,P24394
RIPK2,FYN,O43353,P06241
RIPK2,NFKBIA,O43353,P25963
RIPK2,PSMD13,O43353,Q9UNM6
RIPK2,CYLD,O43353,Q9NQC7
RIPK2,IL1R1,O43353,P14778
RIPK2,SMURF1,O43353,Q9HCE7
RIPK2,RAF1,O43353,P04049
RIPK2,PLK1,O43353,P53350
RIPK2,PKN1,O43353,Q16512
RIPK2,BTLA,O43353,Q7Z6A9
RIPK2,CDK2,O43353,P24941
RIPK2,EEF1A2,O43353,Q05639
RIPK2,PPP1CB,O43353,P62140
RIPK2,EZR,O43353,P15311
RIPK2,IL12A,O43353,P29459
RIPK2,NXF1,O43353,Q9UBU9
RIPK2,CARD11,O43353,Q9BXL7
RIPK2,PRKDC,O43353,P78527
RIPK2,KDM3A,O43353,Q9Y4C1
RIPK2,HSP90AA1,O43353,P07900
RIPK2,TUBB2A,O43353,Q13885
RIPK2,DISC1,O43353,Q9NRI5
RIPK2,FKBP5,O43353,Q13451
RIPK2,ICAM1,O43353,P05362
RIPK2,TRAF6,O43353,Q9Y4K3
RIPK2,PELI1,O43353,Q96FA3
RIPK2,PDCD4,O43353,Q53EL6
RIPK2,YA61,O43353,
RIPK2,CDKN2B,O43353,P42772
RIPK2,JUNB,O43353,P17275
RIPK2,TIPRL,O43353,O75663
RIPK2,HIPK1,O43353,Q86Z02
RIPK2,TAX1BP1,O43353,Q86VP1
RIPK2,DAPK1,O43353,P53355
RIPK2,NLRP4,O43353,Q96MN2
RIPK2,HSPA1L,O43353,P34931
RIPK2,PRKCA,O43353,P17252
RIPK2,THBS1,O43353,P07996
RIPK2,RCN2,O43353,Q14257
RIPK2,TUBA1B,O43353,P68363
RIPK2,MAPK3,O43353,P27361
RIPK2,TNK2,O43353,Q07912
RIPK2,ROBO1,O43353,Q9Y6N7
RIPK2,YWHAE,O43353,P62258
RIPK2,BIRC2,O43353,Q13490
RIPK2,TRAF3IP1,O43353,Q8TDR0
RIPK2,RPS3,O43353,P23396
RIPK2,VDAC1,O43353,P21796
RIPK2,SATB1,O43353,Q01826
RIPK2,EIF2AK4,O43353,Q9P2K8
RIPK2,NFKBIL1,O43353,Q9UBC1
RIPK2,PTPRF,O43353,P10586
RIPK2,IL18BP,O43353,O95998
RIPK2,AMFR,O43353,Q9UKV5
RIPK2,GSK3B,O43353,P49841
RIPK2,STAT5B,O43353,P51692
RIPK2,UBE2NL,O43353,Q5JXB2
RIPK2,FER,O43353,P16591
RIPK2,DDX20,O43353,Q9UHI6
RIPK2,ELF4,O43353,Q99607
RIPK2,TIGIT,O43353,Q495A1
RIPK2,TGFBR1,O43353,P36897
RIPK2,SCGB1A1,O43353,P11684
RIPK2,NR3C1,O43353,P04150
RIPK2,UBE2D3,O43353,P61077
RIPK2,TNIP2,O43353,Q8NFZ5
RIPK2,PSMA4,O43353,P25789
RIPK2,OAS2,O43353,P29728
RIPK2,ACTG1,O43353,P63261
RIPK2,CARD6,O43353,Q9BX69
RIPK2,MAPK8,O43353,P45983
RIPK2,HSPA8,O43353,P11142
RIPK2,TCF7L2,O43353,Q9NQB0
RIPK2,ECHS1,O43353,P30084
RIPK2,SQSTM1,O43353,Q13501
RIPK2,ZAP70,O43353,P43403
RIPK2,CST11,O43353,Q9H112
RIPK2,PLA2G2A,O43353,P14555
RIPK2,CTLA4,O43353,P16410
RIPK2,SLC25A5,O43353,P05141
RIPK2,ATP5D,O43353,P30049
RIPK2,TBK1,O43353,Q9UHD2
RIPK2,NFAM1,O43353,Q8NET5
RIPK2,MAPK1,O43353,P28482
RIPK2,NLRP6,O43353,P59044
RIPK2,MOV10,O43353,Q9HCE1
RIPK2,STRADB,O43353,Q9C0K7
RIPK2,PF4,O43353,P02776
RIPK2,ACTB,O43353,P60709
RIPK2,CDK1,O43353,P06493
RIPK2,PRKCE,O43353,Q02156
RIPK2,S100A13,O43353,Q99584
RIPK2,NLRP7,O43353,Q8WX94
RIPK2,VRK2,O43353,Q86Y07
RIPK2,CALM1,O43353,P0DP23
RIPK2,RIPK3,O43353,Q9Y572
RIPK2,DCC,O43353,P43146
RIPK2,ELF1,O43353,P32519
RIPK2,COPS6,O43353,Q7L5N1
RIPK2,TRIB1,O43353,Q96RU8
RIPK2,ERBB2,O43353,P04626
RIPK2,SLC22A18,O43353,Q96BI1
RIPK2,GAP43,O43353,P17677
RIPK2,TRIB3,O43353,Q96RU7
RIPK2,HTRA2,O43353,O43464
RIPK2,CARD14,O43353,Q9BXL6
RIPK2,FGR,O43353,P09769
RIPK2,MAP1LC3B,O43353,Q9GZQ8
RIPK2,NOD2,O43353,Q9HC29
RIPK2,NECTIN2,O43353,Q92692
RIPK2,IL12B,O43353,P29460
RIPK2,ARRB1,O43353,P49407
RIPK2,EPO,O43353,P01588
RIPK2,ATR,O43353,Q13535
RIPK2,RNF31,O43353,Q96EP0
RIPK2,DEFB103A;DEFB103B,O43353,
RIPK2,TNFSF14,O43353,O43557
RIPK2,NFKB2,O43353,Q00653
RIPK2,CARD9,O43353,Q9H257
RIPK2,AKT1,O43353,P31749
RIPK2,STAT3,O43353,P40763
RIPK2,SOX4,O43353,Q06945
RIPK2,HADHA,O43353,P40939
RIPK2,TNFRSF1A,O43353,P19438
RIPK2,MYL6,O43353,P60660
RIPK2,ZEB1,O43353,P37275
RIPK2,GABARAPL2,O43353,P60520
RIPK2,KIF14,O43353,Q15058
RIPK2,CD8B,O43353,P10966
RIPK2,MYL12A,O43353,P19105
RIPK2,MAP3K3,O43353,Q99759
RIPK2,USP18,O43353,Q9UMW8
RIPK2,BMPR2,O43353,Q13873
RIPK2,UBASH3A,O43353,P57075
RIPK2,CAD,O43353,P27708
RIPK2,MAP3K6,O43353,O95382
RIPK2,HCK,O43353,P08631
RIPK2,PRKCZ,O43353,Q05513
RIPK2,GEMIN4,O43353,P57678
RIPK2,OPTN,O43353,Q96CV9
RIPK2,CD40,O43353,P25942
RIPK2,-,O43353,
RIPK2,PIM1,O43353,P11309
RIPK2,SIRPG,O43353,Q9P1W8
RIPK2,PARP1,O43353,P09874
RIPK2,DKFZp564H223,O43353,
RIPK2,UBE2I,O43353,P63279
RIPK2,CASP10,O43353,Q92851
RIPK2,HIPK2,O43353,Q9H2X6
RIPK2,FLNA,O43353,P21333
RIPK2,NAIP,O43353,Q13075
RIPK2,FGFR1OP,O43353,O95684
RIPK2,PARP2,O43353,Q9UGN5
RIPK2,CD27,O43353,P26842
RIPK2,PYDC1,O43353,Q8WXC3
RIPK2,RELB,O43353,Q01201
RIPK2,TNFRSF1B,O43353,P20333
RIPK2,SIGLEC7,O43353,Q9Y286
RIPK2,ROR2,O43353,Q01974
RIPK2,SHMT2,O43353,P34897
RIPK2,USP7,O43353,Q93009
RIPK2,LYN,O43353,P07948
RIPK2,FAS,O43353,P25445
RIPK2,EPRS,O43353,P07814
RIPK2,TRAF1,O43353,Q13077
RIPK2,IFI16,O43353,Q16666
RIPK2,CARD17,O43353,Q5XLA6
RIPK2,DIABLO,O43353,Q9NR28
